0.00000000E+00     0.00000000E+00
2.00000009E-04     2.94272111E+07
4.00000019E-04     5.88548263E+07
6.99999975E-04     1.02996212E+08
1.15000003E-03     1.69208311E+08
1.82500004E-03     2.68526461E+08
2.83749984E-03     4.17503683E+08
4.35624970E-03     6.39074411E+08
6.63437508E-03     9.33052040E+08
8.55654292E-03     1.05168988E+09
1.01783723E-02     1.08225953E+09
1.15467906E-02     1.09254662E+09
1.30862622E-02     1.09916803E+09
1.43851899E-02     1.10343142E+09
1.58464853E-02     1.10717734E+09
1.74904410E-02     1.11057843E+09
1.88775286E-02     1.11315023E+09
2.04380024E-02     1.11560737E+09
2.21935362E-02     1.11809457E+09
2.36747656E-02     1.12011832E+09
2.53411531E-02     1.12213763E+09
2.72158366E-02     1.12429576E+09
2.90905181E-02     1.12632127E+09
3.09652016E-02     1.12824553E+09
3.25469673E-02     1.12991196E+09
3.43264528E-02     1.13162293E+09
3.58278938E-02     1.13309748E+09
3.75170112E-02     1.13464389E+09
3.89422067E-02     1.13599210E+09
4.05455492E-02     1.13739698E+09
4.23493125E-02     1.13892844E+09
4.38712388E-02     1.14025626E+09
4.55834009E-02     1.14164986E+09
4.75095920E-02     1.14316861E+09
4.91348095E-02     1.14449853E+09
4.84273620E-02     1.03805873E+09
4.47706170E-02     5.00089477E+08
3.92855033E-02     -2.94559944E+08
3.66822146E-02     -6.43759407E+08
3.50348242E-02     -8.31233528E+08
3.36448364E-02     -9.39928499E+08
3.20811011E-02     -1.00357074E+09
3.07616964E-02     -1.03512799E+09
2.96484530E-02     -1.05337909E+09
2.83960495E-02     -1.06776598E+09
2.73393374E-02     -1.07655950E+09
2.61505339E-02     -1.08396659E+09
2.48131305E-02     -1.09051363E+09
2.33085528E-02     -1.09641927E+09
2.16159020E-02     -1.10175580E+09
1.97116695E-02     -1.10661495E+09
1.75694078E-02     -1.11109014E+09
1.57618746E-02     -1.11442417E+09
1.37283998E-02     -1.11767798E+09
1.20126558E-02     -1.12022959E+09
1.00824432E-02     -1.12280389E+09
7.91095477E-03     -1.12543254E+09
6.07876107E-03     -1.12757790E+09
4.01754351E-03     -1.12980410E+09
2.27839104E-03     -1.13167528E+09
3.21844273E-04     -1.13363190E+09
-1.87927065E-03     -1.13571629E+09
-3.73646151E-03     -1.13748714E+09
-5.82580082E-03     -1.13935112E+09
-8.17630813E-03     -1.14134017E+09
-1.01595484E-02     -1.14307777E+09
-1.23906946E-02     -1.14490292E+09
-1.49007328E-02     -1.14686559E+09
-1.70185771E-02     -1.14857071E+09
-1.94011535E-02     -1.15035868E+09
-2.14114506E-02     -1.15190608E+09
-2.36730371E-02     -1.15354181E+09
-2.55812481E-02     -1.15497145E+09
-2.77279895E-02     -1.15648013E+09
-3.01430691E-02     -1.15810441E+09
-3.21807973E-02     -1.15954261E+09
-3.44732367E-02     -1.16104456E+09
-3.64074819E-02     -1.16237324E+09
-3.85835133E-02     -1.16376166E+09
-4.04195338E-02     -1.16498691E+09
-4.24850620E-02     -1.16628640E+09
-4.48087789E-02     -1.16769467E+09
-4.67694141E-02     -1.16893336E+09
-4.89751287E-02     -1.17024982E+09
-4.77162935E-02     -9.85016810E+08
-4.27534319E-02     -2.54824450E+08
-3.71702164E-02     5.31580028E+08
-3.51828299E-02     7.85312361E+08
-3.29470225E-02     9.76330773E+08
-3.04317344E-02     1.06539137E+09
-2.83094645E-02     1.09983382E+09
-2.65187975E-02     1.11635661E+09
-2.45042965E-02     1.12784827E+09
-2.22379845E-02     1.13615662E+09
-1.96883809E-02     1.14241021E+09
-1.68200787E-02     1.14744516E+09
-1.35932388E-02     1.15174916E+09
-1.08705917E-02     1.15485004E+09
-7.80761568E-03     1.15781857E+09
-5.22322813E-03     1.16015028E+09
-2.31579319E-03     1.16253742E+09
0.00000000E+00     1.16439310E+09
