1  2  4  0  0  0  0  0  0
2  1  3  5  0  0  0  0  0
3  2  6  0  0  0  0  0  0
4  1  5  7  0  0  0  0  0
5  2  4  6  7  0  0  0  0
6  3  5  9  0  0  0  0  0
7  4  8  0  0  0  0  0  0
8  5  7  9  0  0  0  0  0
9  6  8  0  0  0  0  0  0
